data_noise,forest_name,forest_seed,scores,shuffle,mean,std
0.4,forest_hyperparams_0,False,[0.6458 0.6402 0.771  0.7494 0.6934],False,0.69996,0.052987908054574095
0.4,forest_hyperparams_0,False,[0.6992 0.6758 0.8022 0.7154 0.705 ],False,0.7195199999999999,0.04333157740032086
0.4,forest_hyperparams_0,False,[0.6934 0.7072 0.7574 0.7278 0.6698],False,0.7111200000000001,0.02985554554852418
0.4,forest_hyperparams_0,False,[0.691  0.684  0.7772 0.748  0.697 ],False,0.71944,0.03666134749296595
0.4,forest_hyperparams_0,False,[0.674  0.6852 0.7582 0.6932 0.6676],False,0.6956399999999999,0.032506097889472965
0.4,forest_hyperparams_0,False,[0.6738 0.6834 0.71   0.6966 0.71  ],False,0.6947599999999999,0.014396332866393437
0.4,forest_hyperparams_0,False,[0.6522 0.6558 0.7562 0.7094 0.6888],False,0.69248,0.038283071977050095
0.4,forest_hyperparams_0,False,[0.6602 0.7232 0.7554 0.7066 0.6918],False,0.7074399999999998,0.03170322381083664
0.4,forest_hyperparams_0,False,[0.731  0.7048 0.7966 0.7094 0.6866],False,0.72568,0.03817383397040438
0.4,forest_hyperparams_0,False,[0.7148 0.7062 0.7262 0.687  0.6648],False,0.6998,0.02168760014386101
0.4,forest_hyperparams_0,False,[0.6816 0.7028 0.8228 0.7642 0.6656],False,0.7274,0.05827081602311746
0.4,forest_hyperparams_0,False,[0.7114 0.657  0.7544 0.7514 0.6688],False,0.7085999999999999,0.040457187247756134
0.4,forest_hyperparams_0,False,[0.693  0.6642 0.7658 0.7328 0.6482],False,0.7008,0.04339622103363387
0.4,forest_hyperparams_0,False,[0.7206 0.6854 0.7812 0.7054 0.6778],False,0.7140799999999999,0.03677425186186658
0.4,forest_hyperparams_0,False,[0.6696 0.6418 0.7432 0.7134 0.6578],False,0.68516,0.037515095628293374
0.4,forest_hyperparams_0,False,[0.6912 0.726  0.7354 0.7354 0.7092],False,0.71944,0.01705773724736078
0.4,forest_hyperparams_0,False,[0.7072 0.6674 0.736  0.7186 0.6774],False,0.7013199999999999,0.025528838594812708
0.4,forest_hyperparams_0,False,[0.6896 0.6958 0.7866 0.7148 0.6886],False,0.71508,0.03697925905152784
0.4,forest_hyperparams_0,False,[0.6746 0.719  0.7754 0.7078 0.6654],False,0.7084399999999998,0.038969608671373564
0.4,forest_hyperparams_0,False,[0.7032 0.6702 0.7764 0.7326 0.696 ],False,0.7156800000000001,0.036289634883806765
0.4,forest_hyperparams_0,False,[0.6506 0.6628 0.7504 0.695  0.6916],False,0.69008,0.03454819242739047
0.4,forest_hyperparams_0,False,[0.7106 0.7046 0.7702 0.7336 0.6334],False,0.71048,0.044893046232128184
0.4,forest_hyperparams_0,False,[0.6392 0.708  0.7504 0.7052 0.6746],False,0.69548,0.03706979363309159
0.4,forest_hyperparams_0,False,[0.651  0.6566 0.7306 0.7178 0.6906],False,0.6893199999999999,0.03179876727170411
0.4,forest_hyperparams_0,False,[0.6926 0.7138 0.7478 0.6894 0.7182],False,0.71236,0.021022806663240728
0.4,forest_hyperparams_0,False,[0.6662 0.7232 0.785  0.7468 0.6628],False,0.7167999999999999,0.047050100956320985
0.4,forest_hyperparams_0,False,[0.663  0.6808 0.786  0.7134 0.6758],False,0.7038,0.04433202003067305
0.4,forest_hyperparams_0,False,[0.644  0.6888 0.7678 0.721  0.6558],False,0.6954800000000001,0.04505722583559709
0.4,forest_hyperparams_0,False,[0.6838 0.6782 0.8142 0.749  0.6918],False,0.7234,0.051980303962173985
0.4,forest_hyperparams_0,False,[0.6858 0.7    0.7972 0.7406 0.657 ],False,0.7161200000000001,0.04867764990218816
0.4,forest_hyperparams_0,False,[0.6848 0.6762 0.7746 0.7278 0.6732],False,0.7073200000000001,0.03895075865756658
0.4,forest_hyperparams_0,False,[0.6668 0.6888 0.7532 0.7228 0.7284],False,0.7120000000000001,0.030542822397414376
0.4,forest_hyperparams_0,False,[0.6652 0.6614 0.7922 0.7274 0.7158],False,0.7123999999999999,0.04781932663683165
0.4,forest_hyperparams_0,False,[0.6816 0.668  0.7618 0.7008 0.7276],False,0.7079600000000001,0.033548150470629534
0.4,forest_hyperparams_0,False,[0.6806 0.7426 0.8042 0.6936 0.6566],False,0.7155199999999999,0.05247652427514614
0.4,forest_hyperparams_0,False,[0.717  0.6814 0.79   0.7244 0.7002],False,0.7225999999999999,0.036814562336119135
0.4,forest_hyperparams_0,False,[0.6884 0.6962 0.7604 0.7012 0.678 ],False,0.7048399999999999,0.02886337471606538
0.4,forest_hyperparams_0,False,[0.696  0.705  0.7896 0.7204 0.6732],False,0.7168399999999999,0.0394604409503999
0.4,forest_hyperparams_0,False,[0.6828 0.6636 0.7636 0.696  0.6666],False,0.69452,0.03646139876636659
0.4,forest_hyperparams_0,False,[0.6516 0.6576 0.8094 0.6956 0.725 ],False,0.7078399999999999,0.0573510453261316
0.4,forest_hyperparams_0,False,[0.6234 0.6604 0.7586 0.719  0.6346],False,0.6792,0.0516616685754535
0.4,forest_hyperparams_0,False,[0.7054 0.6758 0.7522 0.7376 0.6586],False,0.70592,0.03547429491899736
0.4,forest_hyperparams_0,False,[0.7084 0.6944 0.7556 0.7126 0.6706],False,0.7083200000000001,0.02782189066185117
0.4,forest_hyperparams_0,False,[0.6892 0.6472 0.7596 0.7114 0.676 ],False,0.69668,0.03770275321511682
0.4,forest_hyperparams_0,False,[0.7194 0.6956 0.7818 0.7506 0.6896],False,0.7274,0.03464586555420431
0.4,forest_hyperparams_0,False,[0.6984 0.6478 0.802  0.734  0.6762],False,0.7116800000000001,0.053238572482740366
0.4,forest_hyperparams_0,False,[0.6892 0.6794 0.8058 0.7332 0.6876],False,0.71904,0.0472821996104242
0.4,forest_hyperparams_0,False,[0.6612 0.6418 0.7676 0.7168 0.6472],False,0.68692,0.04832615854793345
0.4,forest_hyperparams_0,False,[0.6556 0.6782 0.8184 0.7116 0.6192],False,0.6965999999999999,0.06792725520731721
0.4,forest_hyperparams_0,False,[0.7046 0.6658 0.8078 0.677  0.6566],False,0.70236,0.05512957826793162
0.4,forest_hyperparams_0,False,[0.6564 0.7192 0.7884 0.732  0.6628],False,0.7117600000000001,0.048580885129853264
0.4,forest_hyperparams_0,False,[0.6666 0.7056 0.8236 0.7098 0.641 ],False,0.70932,0.06255654721929595
0.4,forest_hyperparams_0,False,[0.6678 0.7172 0.8412 0.702  0.6256],False,0.7107600000000001,0.0724300931933682
0.4,forest_hyperparams_0,False,[0.6654 0.6502 0.812  0.6794 0.6904],False,0.6994800000000001,0.05785562721118837
0.4,forest_hyperparams_0,False,[0.7112 0.7046 0.7368 0.7076 0.6826],False,0.7085600000000001,0.017291570200534137
0.4,forest_hyperparams_0,False,[0.6888 0.7174 0.7726 0.7054 0.6882],False,0.71448,0.031045154211245287
0.4,forest_hyperparams_0,False,[0.6872 0.6748 0.8008 0.7024 0.6866],False,0.7103599999999999,0.04606124618374971
0.4,forest_hyperparams_3,False,[0.7634 0.7866 0.6746 0.6376 0.7298],True,0.7183999999999999,0.055232743911560286
0.4,forest_hyperparams_3,False,[0.6896 0.6958 0.7338 0.6788 0.7964],True,0.7188800000000001,0.04296130351839897
0.4,forest_hyperparams_3,False,[0.7186 0.7432 0.6934 0.655  0.7286],True,0.7077599999999998,0.030976223139692168
0.4,forest_hyperparams_3,False,[0.7296 0.6778 0.7248 0.673  0.78  ],True,0.7170400000000001,0.039143919067972766
0.4,forest_hyperparams_3,False,[0.6444 0.718  0.7932 0.699  0.7304],True,0.7170000000000001,0.04812849467830878
0.4,forest_hyperparams_3,False,[0.6966 0.6846 0.7336 0.8088 0.6338],True,0.71148,0.058204137309988586
0.4,forest_hyperparams_3,False,[0.694  0.664  0.6916 0.6844 0.7374],True,0.69428,0.024004532905266027
0.4,forest_hyperparams_3,False,[0.6348 0.7534 0.7044 0.6728 0.7056],True,0.6942,0.0393063862495651
0.4,forest_hyperparams_3,False,[0.7702 0.7156 0.6928 0.6524 0.6424],True,0.6946800000000001,0.046184949929603765
0.4,forest_hyperparams_3,False,[0.6982 0.7082 0.7488 0.6706 0.7542],True,0.716,0.031540196575164214
0.4,forest_hyperparams_3,False,[0.7292 0.6948 0.7526 0.6698 0.6876],True,0.7068000000000001,0.029936733288720718
0.4,forest_hyperparams_3,False,[0.7762 0.6864 0.7192 0.6834 0.6924],True,0.7115199999999999,0.034726957828177245
0.4,forest_hyperparams_3,False,[0.7052 0.697  0.6986 0.7448 0.7348],True,0.71608,0.01981538795986593
0.4,forest_hyperparams_3,False,[0.6482 0.8312 0.72   0.6804 0.6634],True,0.7086399999999999,0.06579840727555647
0.4,forest_hyperparams_3,False,[0.6816 0.6924 0.7288 0.5984 0.8176],True,0.70376,0.07114406791855525
0.4,forest_hyperparams_3,False,[0.6828 0.7062 0.732  0.7524 0.7474],True,0.7241599999999998,0.026200274807719155
0.4,forest_hyperparams_3,False,[0.7622 0.612  0.7264 0.6918 0.7508],True,0.7086399999999999,0.0540082067837843
0.4,forest_hyperparams_3,False,[0.7746 0.7212 0.6746 0.6866 0.6792],True,0.7072399999999999,0.03744294860183959
0.4,forest_hyperparams_3,False,[0.7808 0.7506 0.6638 0.7318 0.634 ],True,0.7121999999999999,0.054813283061681324
0.4,forest_hyperparams_3,False,[0.7206 0.7092 0.7106 0.6408 0.7614],True,0.7085199999999998,0.03881496618573814
0.4,forest_hyperparams_3,False,[0.6998 0.6996 0.7242 0.71   0.7176],True,0.71024,0.009708882530961069
0.4,forest_hyperparams_3,False,[0.6718 0.7054 0.7636 0.6788 0.7038],True,0.7046800000000001,0.03232252465386945
0.4,forest_hyperparams_3,False,[0.6422 0.6998 0.7382 0.7322 0.7406],True,0.7106000000000001,0.037211611091163437
0.4,forest_hyperparams_3,False,[0.6844 0.7234 0.7606 0.6948 0.7506],True,0.7227600000000001,0.029868351142973988
0.4,forest_hyperparams_3,False,[0.7274 0.7576 0.6398 0.7344 0.6634],True,0.7045199999999999,0.04497405474270695
0.4,forest_hyperparams_3,False,[0.7106 0.6874 0.6912 0.7418 0.7246],True,0.7111200000000001,0.020409252803569214
0.4,forest_hyperparams_3,False,[0.7034 0.7358 0.725  0.7384 0.6062],True,0.7017599999999999,0.04934716202579434
0.4,forest_hyperparams_3,False,[0.7824 0.7352 0.7392 0.6056 0.727 ],True,0.7178800000000001,0.05934193795285084
0.4,forest_hyperparams_3,False,[0.6916 0.6502 0.7154 0.7276 0.6288],True,0.68272,0.0377517363839069
0.4,forest_hyperparams_3,False,[0.6304 0.7212 0.77   0.7478 0.6942],True,0.7127199999999999,0.04837992972297502
0.4,forest_hyperparams_3,False,[0.7314 0.7166 0.6804 0.7752 0.6508],True,0.7108800000000001,0.04273052304851885
0.4,forest_hyperparams_3,False,[0.7458 0.6842 0.7542 0.7282 0.7332],True,0.72912,0.02425913436213257
0.4,forest_hyperparams_3,False,[0.7156 0.7688 0.7626 0.6312 0.6494],True,0.7055199999999999,0.05663392622801284
0.4,forest_hyperparams_3,False,[0.7042 0.7826 0.6822 0.726  0.6426],True,0.7075199999999999,0.04657305658854698
0.4,forest_hyperparams_3,False,[0.7444 0.729  0.6034 0.8006 0.758 ],True,0.7270800000000001,0.06627465277162903
0.4,forest_hyperparams_3,False,[0.7666 0.7386 0.7478 0.6812 0.6762],True,0.72208,0.03658581145744889
0.4,forest_hyperparams_3,False,[0.7304 0.6834 0.7326 0.7484 0.6784],True,0.7146399999999999,0.02828410154132529
0.4,forest_hyperparams_3,False,[0.7158 0.6972 0.774  0.6992 0.7456],True,0.7263599999999999,0.02945923284812422
0.4,forest_hyperparams_3,False,[0.7334 0.7622 0.6744 0.687  0.6962],True,0.7106399999999999,0.032425767531393916
0.4,forest_hyperparams_3,False,[0.6756 0.6244 0.708  0.7986 0.7762],True,0.7165600000000001,0.06408112358565513
0.4,forest_hyperparams_3,False,[0.7246 0.7552 0.6902 0.7386 0.7508],True,0.73188,0.02339729898941328
0.4,forest_hyperparams_3,False,[0.7008 0.6216 0.7    0.7288 0.7674],True,0.70372,0.04785437910996235
0.4,forest_hyperparams_3,False,[0.663  0.7756 0.708  0.6612 0.7654],True,0.7146399999999999,0.048701769988368976
0.4,forest_hyperparams_3,False,[0.65   0.752  0.692  0.7252 0.7222],True,0.70828,0.03479393050519008
0.4,forest_hyperparams_3,False,[0.7174 0.7174 0.576  0.7332 0.7212],True,0.69304,0.058806448625979765
0.4,forest_hyperparams_3,False,[0.7382 0.731  0.719  0.7208 0.6078],True,0.70336,0.04828720741562928
0.4,forest_hyperparams_3,False,[0.7766 0.6308 0.6868 0.7116 0.7672],True,0.7145999999999999,0.05369364953139244
0.4,forest_hyperparams_3,False,[0.7252 0.7772 0.7142 0.699  0.7008],True,0.7232799999999999,0.02859499256862995
0.4,forest_hyperparams_3,False,[0.6866 0.7236 0.6172 0.7396 0.7612],True,0.7056399999999999,0.05049140917027376
0.4,forest_hyperparams_3,False,[0.718  0.7356 0.741  0.5958 0.7498],True,0.70804,0.05707334228867274
0.4,forest_hyperparams_3,False,[0.7626 0.714  0.6576 0.7612 0.7582],True,0.73072,0.04080835208630701
0.4,forest_hyperparams_3,False,[0.7594 0.5936 0.8004 0.6994 0.6894],True,0.7084400000000001,0.0702652574178733
0.4,forest_hyperparams_3,False,[0.7282 0.6744 0.7452 0.671  0.698 ],True,0.7033600000000001,0.029264968819392324
0.4,forest_hyperparams_3,False,[0.734  0.7058 0.7354 0.6452 0.726 ],True,0.7092799999999999,0.0337379548876336
0.4,forest_hyperparams_3,False,[0.829  0.663  0.7122 0.672  0.683 ],True,0.7118399999999999,0.060878423107041814
0.4,forest_hyperparams_3,False,[0.7142 0.7586 0.684  0.66   0.7392],True,0.7112,0.03577999441028463
0.4,forest_hyperparams_3,False,[0.7252 0.7154 0.6626 0.6908 0.7536],True,0.7095199999999999,0.030904394509519182
0.4,forest_hyperparams_3,False,[0.697  0.6964 0.712  0.6542 0.752 ],True,0.7023199999999999,0.03143465603438345
0.4,forest_hyperparams_3,False,[0.7024 0.713  0.7068 0.6604 0.7008],True,0.69668,0.018626261031135537
0.4,forest_hyperparams_3,False,[0.7532 0.783  0.657  0.615  0.7458],True,0.7108000000000001,0.06373018123307038
0.4,forest_hyperparams_3,False,[0.6878 0.7152 0.7618 0.7442 0.6894],False,0.71968,0.029423147350342994
0.4,forest_hyperparams_3,False,[0.6868 0.663  0.7854 0.7226 0.732 ],False,0.71796,0.04185296166342357
0.4,forest_hyperparams_3,False,[0.7022 0.7288 0.7942 0.763  0.7426],False,0.7461599999999999,0.03110611515441942
0.4,forest_hyperparams_3,False,[0.64   0.6838 0.816  0.7334 0.6662],False,0.7078800000000001,0.06207409765755765
0.4,forest_hyperparams_3,False,[0.6704 0.6864 0.7702 0.7308 0.704 ],False,0.7123600000000001,0.03518508775035236
0.4,forest_hyperparams_3,False,[0.6728 0.6654 0.7898 0.7358 0.6846],False,0.7096800000000001,0.04701346190188505
0.4,forest_hyperparams_3,False,[0.6994 0.6702 0.8026 0.7438 0.7032],False,0.7238399999999999,0.04583036547966857
0.4,forest_hyperparams_3,False,[0.6944 0.6812 0.8072 0.72   0.7126],False,0.7230800000000001,0.04420852406493569
0.4,forest_hyperparams_3,False,[0.686  0.667  0.8042 0.7376 0.6924],False,0.7174399999999999,0.04918006100036888
0.4,forest_hyperparams_3,False,[0.6682 0.6796 0.8018 0.7124 0.715 ],False,0.7154,0.04686917963864954
0.4,forest_hyperparams_3,False,[0.6942 0.6932 0.8172 0.7528 0.6762],False,0.72672,0.05215401806189047
0.4,forest_hyperparams_3,False,[0.715  0.681  0.8226 0.738  0.6996],False,0.73124,0.0493583468118615
0.4,forest_hyperparams_3,False,[0.6948 0.6748 0.7672 0.7056 0.6698],False,0.70244,0.03490430345960222
0.4,forest_hyperparams_3,False,[0.6954 0.7316 0.82   0.744  0.6976],False,0.7377199999999999,0.045271377270854035
0.4,forest_hyperparams_3,False,[0.6758 0.7062 0.794  0.7398 0.6852],False,0.7202,0.04294871360122445
0.4,forest_hyperparams_3,False,[0.709  0.6832 0.7892 0.7486 0.7068],False,0.7273599999999999,0.037377083888393454
0.4,forest_hyperparams_3,False,[0.6982 0.682  0.793  0.7404 0.6938],False,0.7214799999999999,0.04084088147922373
0.4,forest_hyperparams_3,False,[0.6938 0.696  0.7784 0.7192 0.6874],False,0.7149599999999998,0.03349445327214644
0.4,forest_hyperparams_3,False,[0.7106 0.695  0.8146 0.7472 0.7156],False,0.7365999999999999,0.042529801316253515
0.4,forest_hyperparams_3,False,[0.671  0.6712 0.7784 0.7346 0.7114],False,0.71332,0.0406374408643064
0.4,forest_hyperparams_3,False,[0.7132 0.6934 0.761  0.7442 0.7186],False,0.7260800000000001,0.023822543944759588
0.4,forest_hyperparams_3,False,[0.6942 0.6842 0.821  0.7392 0.7244],False,0.7326,0.0484612835158129
0.4,forest_hyperparams_3,False,[0.683  0.678  0.791  0.7298 0.7038],False,0.7171199999999999,0.04120924168193348
0.4,forest_hyperparams_3,False,[0.6696 0.6686 0.768  0.7586 0.6884],False,0.7106399999999999,0.04367285655873682
0.4,forest_hyperparams_3,False,[0.7256 0.724  0.813  0.7412 0.7052],False,0.7418,0.037386200662811384
0.4,forest_hyperparams_3,False,[0.7034 0.7154 0.8072 0.7416 0.7034],False,0.7342,0.03907551663126159
0.4,forest_hyperparams_3,False,[0.683  0.7308 0.7676 0.7334 0.712 ],False,0.72536,0.027753601568084815
0.4,forest_hyperparams_3,False,[0.6996 0.685  0.812  0.7242 0.7   ],False,0.72416,0.045686479400365285
0.4,forest_hyperparams_3,False,[0.6922 0.712  0.7938 0.7334 0.6642],False,0.71912,0.04375524654255759
0.4,forest_hyperparams_3,False,[0.6772 0.7172 0.8188 0.74   0.6744],False,0.7255199999999999,0.05277902613728298
0.4,forest_hyperparams_3,False,[0.6942 0.701  0.811  0.7706 0.7074],False,0.7368399999999999,0.04606263561716808
0.4,forest_hyperparams_3,False,[0.6922 0.6584 0.7728 0.7398 0.6948],False,0.7116,0.04007373204481954
0.4,forest_hyperparams_3,False,[0.664  0.697  0.7816 0.7356 0.6948],False,0.7145999999999999,0.04047754933293268
0.4,forest_hyperparams_3,False,[0.701  0.7058 0.8242 0.7412 0.6778],False,0.73,0.05128461757681342
0.4,forest_hyperparams_3,False,[0.6524 0.688  0.7802 0.729  0.7022],False,0.7103600000000001,0.04278081813149436
0.4,forest_hyperparams_3,False,[0.6944 0.6874 0.7846 0.7254 0.697 ],False,0.7177600000000001,0.03584508892442592
0.4,forest_hyperparams_3,False,[0.6864 0.698  0.8058 0.7378 0.6998],False,0.72556,0.04369190314005565
0.4,forest_hyperparams_3,False,[0.6788 0.6778 0.8124 0.72   0.7064],False,0.71908,0.049389812714769436
0.4,forest_hyperparams_3,False,[0.6836 0.687  0.7924 0.7418 0.6934],False,0.7196400000000001,0.04204253084675085
0.4,forest_hyperparams_3,False,[0.7068 0.6616 0.8182 0.7342 0.7188],False,0.72792,0.05122008980858974
0.4,forest_hyperparams_3,False,[0.6676 0.676  0.798  0.7326 0.7214],False,0.71912,0.046738866053852836
0.4,forest_hyperparams_3,False,[0.694  0.6722 0.7944 0.7252 0.697 ],False,0.7165600000000001,0.0424100742748701
0.4,forest_hyperparams_3,False,[0.6762 0.6888 0.8324 0.7464 0.706 ],False,0.7299599999999999,0.056431537281913566
0.4,forest_hyperparams_3,False,[0.7052 0.6666 0.771  0.7468 0.69  ],False,0.71592,0.03796474153737909
0.4,forest_hyperparams_3,False,[0.6628 0.6652 0.7972 0.7374 0.6564],False,0.7038,0.05526344180378201
0.4,forest_hyperparams_3,False,[0.6762 0.7064 0.7242 0.7298 0.7146],False,0.71024,0.018814632603375504
0.4,forest_hyperparams_3,False,[0.6866 0.7066 0.7472 0.7276 0.676 ],False,0.7088000000000001,0.02608263790340236
0.4,forest_hyperparams_3,False,[0.659  0.6886 0.8118 0.7202 0.6986],False,0.7156399999999999,0.051956042959409435
0.4,forest_hyperparams_3,False,[0.694  0.6688 0.7672 0.7614 0.6796],False,0.7142,0.04172097793676459
0.4,forest_hyperparams_3,False,[0.7178 0.6994 0.8042 0.739  0.7042],False,0.73292,0.03819646056901084
0.4,forest_hyperparams_3,False,[0.647  0.725  0.8366 0.7312 0.668 ],False,0.7215599999999999,0.06598004546830807
0.4,forest_hyperparams_3,False,[0.7014 0.677  0.8046 0.7238 0.6768],False,0.71672,0.04728426376713503
0.4,forest_hyperparams_3,False,[0.6914 0.6814 0.826  0.7176 0.7004],False,0.7233599999999999,0.052682809340429126
0.4,forest_hyperparams_3,False,[0.6862 0.6912 0.8218 0.7264 0.7008],False,0.7252799999999999,0.05021021410032028
0.4,forest_hyperparams_3,False,[0.7074 0.7302 0.8334 0.7146 0.696 ],False,0.7363199999999999,0.04979117994183305
0.4,forest_hyperparams_3,False,[0.667  0.7076 0.8024 0.7542 0.7134],False,0.72892,0.04597366202512044
0.4,forest_hyperparams_3,False,[0.686  0.6962 0.7962 0.7278 0.6876],False,0.7187600000000001,0.04154946931069039
0.4,forest_hyperparams_3,False,[0.692  0.7238 0.8066 0.7414 0.6898],False,0.73072,0.04264600332973774
0.4,forest_hyperparams_3,False,[0.7106 0.724  0.7948 0.7358 0.6852],False,0.7300800000000001,0.036474780328330944
0.4,forest_hyperparams_3,False,[0.6622 0.6954 0.818  0.7052 0.6818],False,0.7125199999999999,0.05467820040930391
0.5,forest_hyperparams_1,True,[0.5592 0.5014 0.5278 0.5246 0.4662],True,0.5158400000000001,0.030895022252783694
0.5,forest_hyperparams_1,True,[0.519  0.4856 0.5568 0.4968 0.555 ],True,0.52264,0.029212983414913275
0.5,forest_hyperparams_1,True,[0.5838 0.602  0.5534 0.4588 0.4616],True,0.5319200000000001,0.0605897152988855
0.5,forest_hyperparams_1,True,[0.514  0.4498 0.4522 0.524  0.6546],True,0.5189199999999999,0.07441533175361108
0.5,forest_hyperparams_1,True,[0.5702 0.5564 0.5362 0.5864 0.5168],True,0.5532,0.02455785006876624
0.5,forest_hyperparams_1,True,[0.4266 0.559  0.5288 0.4878 0.6176],True,0.52396,0.0645076615604689
0.5,forest_hyperparams_1,True,[0.5378 0.5076 0.4644 0.4878 0.4608],True,0.49168,0.02861233300519203
0.5,forest_hyperparams_1,True,[0.4264 0.5204 0.5132 0.4658 0.569 ],True,0.49896,0.048852005076557466
0.5,forest_hyperparams_1,True,[0.5726 0.5304 0.59   0.4736 0.52  ],True,0.53732,0.041055981293838334
0.5,forest_hyperparams_1,True,[0.4396 0.428  0.5628 0.5524 0.5342],True,0.5034000000000001,0.057677725336562985
0.5,forest_hyperparams_1,True,[0.547  0.4882 0.5126 0.5636 0.6342],True,0.5491199999999999,0.04999545579350187
0.5,forest_hyperparams_1,True,[0.5162 0.5712 0.5316 0.5758 0.5192],True,0.5428000000000001,0.02563403986889311
0.5,forest_hyperparams_1,True,[0.4652 0.5916 0.5596 0.5534 0.488 ],True,0.53156,0.04726341502684715
0.5,forest_hyperparams_1,True,[0.5892 0.4392 0.4784 0.5576 0.5624],True,0.52536,0.05677272584613144
0.5,forest_hyperparams_1,True,[0.5168 0.5426 0.544  0.4916 0.5026],True,0.51952,0.021000799984762505
0.5,forest_hyperparams_1,True,[0.5402 0.5168 0.417  0.4844 0.599 ],True,0.51148,0.06028712632063332
0.5,forest_hyperparams_1,True,[0.5342 0.4548 0.525  0.562  0.4826],True,0.5117200000000001,0.038203790387865984
0.5,forest_hyperparams_1,True,[0.4158 0.4782 0.5098 0.618  0.5196],True,0.5082800000000001,0.06576669065720124
0.5,forest_hyperparams_1,True,[0.5042 0.5964 0.545  0.5804 0.5098],True,0.5471600000000001,0.03681160686522664
0.5,forest_hyperparams_1,True,[0.4378 0.5346 0.5166 0.4206 0.5594],True,0.4938,0.05473952867900855
0.5,forest_hyperparams_1,True,[0.5568 0.4276 0.4374 0.543  0.5838],True,0.50972,0.06447605446985724
0.5,forest_hyperparams_1,True,[0.5712 0.4344 0.5364 0.5746 0.4728],True,0.51788,0.05550547360396088
0.5,forest_hyperparams_1,True,[0.4252 0.5352 0.5456 0.621  0.5116],True,0.52772,0.06300318722096528
0.5,forest_hyperparams_1,True,[0.4756 0.514  0.4206 0.5046 0.549 ],True,0.49276000000000003,0.04302509035435021
0.5,forest_hyperparams_1,True,[0.4952 0.567  0.5594 0.5456 0.537 ],True,0.54084,0.025096740824258414
0.5,forest_hyperparams_1,True,[0.3952 0.5826 0.621  0.4862 0.5478],True,0.52656,0.07924003028772766
0.5,forest_hyperparams_1,True,[0.4564 0.4994 0.632  0.5488 0.462 ],True,0.5197200000000001,0.06512506122837812
0.5,forest_hyperparams_1,True,[0.4168 0.4894 0.4896 0.5706 0.5002],True,0.4933199999999999,0.04879354055610231
0.5,forest_hyperparams_1,True,[0.5408 0.537  0.4896 0.4594 0.5844],True,0.5222399999999999,0.043452116174013886
0.5,forest_hyperparams_1,True,[0.496  0.5184 0.431  0.5484 0.4686],True,0.49248,0.040401306909554284
0.5,forest_hyperparams_1,True,[0.4678 0.4672 0.5124 0.534  0.5202],True,0.50032,0.02767658938525484
0.5,forest_hyperparams_1,True,[0.479  0.5746 0.4858 0.5666 0.478 ],True,0.5167999999999999,0.044082105212886566
0.5,forest_hyperparams_1,True,[0.4344 0.5486 0.5562 0.5096 0.5884],True,0.5274399999999999,0.052850188268349634
0.5,forest_hyperparams_1,True,[0.534  0.5574 0.465  0.4428 0.561 ],True,0.5120399999999999,0.04887492608690063
0.5,forest_hyperparams_1,True,[0.5286 0.4664 0.469  0.3738 0.5908],True,0.48572,0.07219336257579365
0.5,forest_hyperparams_1,True,[0.5684 0.4764 0.5326 0.5448 0.5146],True,0.52736,0.030905119317032232
0.5,forest_hyperparams_1,True,[0.421  0.5554 0.6158 0.4584 0.5226],True,0.5146400000000001,0.06912231477605478
0.5,forest_hyperparams_1,True,[0.4648 0.574  0.545  0.5448 0.546 ],True,0.53492,0.036785997335942885
0.5,forest_hyperparams_1,True,[0.4182 0.5838 0.5534 0.5808 0.471 ],True,0.52144,0.0657822346838415
0.5,forest_hyperparams_1,True,[0.3622 0.3686 0.5814 0.4858 0.5518],True,0.4699599999999999,0.09083350923530367
0.5,forest_hyperparams_1,True,[0.4908 0.5062 0.5246 0.5424 0.53  ],True,0.5188,0.018214280112043957
0.5,forest_hyperparams_1,True,[0.4818 0.5628 0.5126 0.4948 0.5306],True,0.5165200000000001,0.02839960563106465
0.5,forest_hyperparams_1,True,[0.465  0.5366 0.5528 0.4802 0.5264],True,0.5122,0.03375559212930502
0.5,forest_hyperparams_1,True,[0.5268 0.5602 0.5918 0.5516 0.4912],True,0.54432,0.033728943060819465
0.5,forest_hyperparams_1,True,[0.4958 0.6084 0.5262 0.497  0.5642],True,0.5383199999999999,0.0429957393237981
0.5,forest_hyperparams_1,True,[0.5162 0.576  0.5792 0.436  0.569 ],True,0.53528,0.05467117704970327
0.5,forest_hyperparams_1,True,[0.5736 0.524  0.4892 0.5246 0.5554],True,0.5333600000000001,0.029049860584863408
0.5,forest_hyperparams_1,True,[0.4642 0.5664 0.598  0.4964 0.557 ],True,0.5364,0.04885030194379561
0.5,forest_hyperparams_1,True,[0.4242 0.5236 0.5246 0.4622 0.5056],True,0.48804,0.039122249424080935
0.5,forest_hyperparams_1,True,[0.4986 0.5202 0.61   0.565  0.498 ],True,0.5383600000000001,0.04331639874227775
0.5,forest_hyperparams_1,True,[0.4232 0.4846 0.5136 0.5224 0.5716],True,0.50308,0.048787801754127016
0.5,forest_hyperparams_1,True,[0.5582 0.5834 0.5102 0.4974 0.5286],True,0.53556,0.031461061647693994
0.5,forest_hyperparams_1,True,[0.456  0.6132 0.4672 0.531  0.5404],True,0.52156,0.05673635871291
